timestep,agg_RIS,category,date,NER,NER_SA
M,Industry,Education and health services,2012-09-01,20049000.0,19726000.0
M,Industry,Education and health services,2012-10-01,20186000.0,19793000.0
M,Industry,Education and health services,2012-11-01,20136000.0,19882000.0
M,Industry,Education and health services,2012-12-01,19976000.0,19946000.0
M,Industry,Education and health services,2013-01-01,19999000.0,20010000.0
M,Industry,Education and health services,2013-02-01,20115000.0,20091000.0
M,Industry,Education and health services,2013-03-01,20201000.0,20145000.0
M,Industry,Education and health services,2013-04-01,20238000.0,20184000.0
M,Industry,Education and health services,2013-05-01,20262000.0,20209000.0
M,Industry,Education and health services,2013-06-01,20304000.0,20217000.0
M,Industry,Education and health services,2013-07-01,20338000.0,20227000.0
M,Industry,Education and health services,2013-08-01,20346000.0,20241000.0
M,Industry,Education and health services,2013-09-01,20473000.0,20254000.0
M,Industry,Education and health services,2013-10-01,20556000.0,20271000.0
M,Industry,Education and health services,2013-11-01,20574000.0,20308000.0
M,Industry,Education and health services,2013-12-01,20364000.0,20360000.0
M,Industry,Education and health services,2014-01-01,20387000.0,20417000.0
M,Industry,Education and health services,2014-02-01,20449000.0,20444000.0
M,Industry,Education and health services,2014-03-01,20487000.0,20472000.0
M,Industry,Education and health services,2014-04-01,20538000.0,20492000.0
M,Industry,Education and health services,2014-05-01,20582000.0,20508000.0
M,Industry,Education and health services,2014-06-01,20663000.0,20529000.0
M,Industry,Education and health services,2014-07-01,20701000.0,20557000.0
M,Industry,Education and health services,2014-08-01,20741000.0,20604000.0
M,Industry,Education and health services,2014-09-01,20892000.0,20639000.0
M,Industry,Education and health services,2014-10-01,20988000.0,20685000.0
M,Industry,Education and health services,2014-11-01,21011000.0,20725000.0
M,Industry,Education and health services,2014-12-01,20838000.0,20778000.0
M,Industry,Education and health services,2015-01-01,20871000.0,20854000.0
M,Industry,Education and health services,2015-02-01,20917000.0,20895000.0
M,Industry,Education and health services,2015-03-01,20950000.0,20925000.0
M,Industry,Education and health services,2015-04-01,21034000.0,20961000.0
M,Industry,Education and health services,2015-05-01,21100000.0,21002000.0
M,Industry,Education and health services,2015-06-01,21162000.0,21049000.0
M,Industry,Education and health services,2015-07-01,21276000.0,21113000.0
M,Industry,Education and health services,2015-08-01,21355000.0,21173000.0
M,Industry,Education and health services,2015-09-01,21534000.0,21245000.0
M,Industry,Education and health services,2015-10-01,21682000.0,21336000.0
M,Industry,Education and health services,2015-11-01,21688000.0,21391000.0
M,Industry,Education and health services,2015-12-01,21409000.0,21419000.0
M,Industry,Education and health services,2016-01-01,21424000.0,21436000.0
M,Industry,Education and health services,2016-02-01,21485000.0,21453000.0
M,Industry,Education and health services,2016-03-01,21544000.0,21487000.0
M,Industry,Education and health services,2016-04-01,21601000.0,21535000.0
M,Industry,Education and health services,2016-05-01,21624000.0,21567000.0
M,Industry,Education and health services,2016-06-01,21704000.0,21595000.0
M,Industry,Education and health services,2016-07-01,21739000.0,21611000.0
M,Industry,Education and health services,2016-08-01,21774000.0,21625000.0
M,Industry,Education and health services,2016-09-01,21971000.0,21653000.0
M,Industry,Education and health services,2016-10-01,22069000.0,21696000.0
M,Industry,Education and health services,2016-11-01,22098000.0,21751000.0
M,Industry,Education and health services,2016-12-01,21917000.0,21831000.0
M,Industry,Education and health services,2017-01-01,21961000.0,21899000.0
M,Industry,Education and health services,2017-02-01,22036000.0,21987000.0
M,Industry,Education and health services,2017-03-01,22083000.0,22040000.0
M,Industry,Education and health services,2017-04-01,22157000.0,22086000.0
M,Industry,Education and health services,2017-05-01,22197000.0,22129000.0
M,Industry,Education and health services,2017-06-01,22347000.0,22189000.0
M,Industry,Education and health services,2017-07-01,22426000.0,22242000.0
M,Industry,Education and health services,2017-08-01,22474000.0,22290000.0
M,Industry,Education and health services,2017-09-01,22657000.0,22341000.0
M,Industry,Education and health services,2017-10-01,22702000.0,22369000.0
M,Industry,Education and health services,2017-11-01,22629000.0,22394000.0
M,Industry,Education and health services,2017-12-01,22484000.0,22418000.0
M,Industry,Education and health services,2018-01-01,22420000.0,22444000.0
M,Industry,Education and health services,2018-02-01,22530000.0,22488000.0
M,Industry,Education and health services,2018-03-01,22607000.0,22527000.0
M,Industry,Education and health services,2018-04-01,22630000.0,22582000.0
M,Industry,Education and health services,2018-05-01,22686000.0,22631000.0
M,Industry,Education and health services,2018-06-01,22826000.0,22693000.0
M,Industry,Education and health services,2018-07-01,22903000.0,22745000.0
M,Industry,Education and health services,2018-08-01,22964000.0,22805000.0
M,Industry,Education and health services,2018-09-01,23104000.0,22841000.0
M,Industry,Education and health services,2018-10-01,23147000.0,22864000.0
M,Industry,Education and health services,2018-11-01,23093000.0,22890000.0
M,Industry,Education and health services,2018-12-01,23005000.0,22917000.0
M,Industry,Education and health services,2019-01-01,22922000.0,22943000.0
M,Industry,Education and health services,2019-02-01,23021000.0,22980000.0
M,Industry,Education and health services,2019-03-01,23074000.0,23017000.0
M,Industry,Education and health services,2019-04-01,23110000.0,23065000.0
M,Industry,Education and health services,2019-05-01,23165000.0,23113000.0
M,Industry,Education and health services,2019-06-01,23235000.0,23139000.0
M,Industry,Education and health services,2019-07-01,23312000.0,23160000.0
M,Industry,Education and health services,2019-08-01,23362000.0,23187000.0
M,Industry,Education and health services,2019-09-01,23488000.0,23213000.0
M,Industry,Education and health services,2019-10-01,23559000.0,23242000.0
M,Industry,Education and health services,2019-11-01,23532000.0,23285000.0
M,Industry,Education and health services,2019-12-01,23413000.0,23328000.0
M,Industry,Education and health services,2020-01-01,23367000.0,23378000.0
M,Industry,Education and health services,2020-02-01,23434000.0,23413000.0
M,Industry,Education and health services,2020-03-01,23378000.0,23435000.0
M,Industry,Education and health services,2020-04-01,22704000.0,23162000.0
M,Industry,Education and health services,2020-05-01,22698000.0,22800000.0
M,Industry,Education and health services,2020-06-01,22621000.0,22479000.0
M,Industry,Education and health services,2020-07-01,22548000.0,22354000.0
M,Industry,Education and health services,2020-08-01,22571000.0,22293000.0
M,Industry,Education and health services,2020-09-01,22653000.0,22284000.0
M,Industry,Education and health services,2020-10-01,22737000.0,22343000.0
M,Industry,Education and health services,2020-11-01,22751000.0,22413000.0
M,Industry,Education and health services,2020-12-01,22655000.0,22493000.0
M,Industry,Education and health services,2021-01-01,22558000.0,22557000.0
M,Industry,Education and health services,2021-02-01,22610000.0,22578000.0
M,Industry,Education and health services,2021-03-01,22651000.0,22604000.0
M,Industry,Education and health services,2021-04-01,22706000.0,22644000.0
M,Industry,Education and health services,2021-05-01,22715000.0,22665000.0
M,Industry,Education and health services,2021-06-01,22788000.0,22684000.0
M,Industry,Education and health services,2021-07-01,22865000.0,22711000.0
M,Industry,Education and health services,2021-08-01,22929000.0,22730000.0
M,Industry,Education and health services,2021-09-01,23072000.0,22784000.0
M,Industry,Education and health services,2021-10-01,23142000.0,22850000.0
M,Industry,Education and health services,2021-11-01,23112000.0,22912000.0
M,Industry,Education and health services,2021-12-01,23027000.0,22967000.0
M,Industry,Education and health services,2022-01-01,23015000.0,22993000.0
M,Industry,Education and health services,2022-02-01,23052000.0,23022000.0
M,Industry,Education and health services,2022-03-01,23161000.0,23073000.0
M,Industry,Education and health services,2022-04-01,23232000.0,23146000.0
M,Industry,Education and health services,2022-05-01,23265000.0,23212000.0
M,Industry,Education and health services,2022-06-01,23474000.0,23302000.0
M,Industry,Education and health services,2022-07-01,23540000.0,23382000.0
M,Industry,Education and health services,2022-08-01,23625000.0,23455000.0
M,Industry,Education and health services,2022-09-01,23901000.0,23561000.0
M,Industry,Education and health services,2022-10-01,24013000.0,23678000.0
M,Industry,Education and health services,2022-11-01,24008000.0,23795000.0
M,Industry,Education and health services,2022-12-01,23980000.0,23887000.0
M,Industry,Education and health services,2023-01-01,23955000.0,23936000.0
M,Industry,Education and health services,2023-02-01,24062000.0,24001000.0
M,Industry,Education and health services,2023-03-01,24152000.0,24064000.0
M,Industry,Education and health services,2023-04-01,24192000.0,24136000.0
M,Industry,Education and health services,2023-05-01,24254000.0,24211000.0
M,Industry,Education and health services,2023-06-01,24462000.0,24301000.0
M,Industry,Education and health services,2023-07-01,24554000.0,24379000.0
M,Industry,Education and health services,2023-08-01,24634000.0,24469000.0
M,Industry,Education and health services,2023-09-01,24788000.0,24565000.0
M,Industry,Education and health services,2023-10-01,24882000.0,24628000.0
M,Industry,Education and health services,2023-11-01,24876000.0,24705000.0
M,Industry,Education and health services,2023-12-01,24904000.0,24785000.0
M,Industry,Education and health services,2024-01-01,24943000.0,24878000.0
M,Industry,Education and health services,2024-02-01,25078000.0,25000000.0
M,Industry,Education and health services,2024-03-01,25140000.0,25079000.0
M,Industry,Education and health services,2024-04-01,25167000.0,25143000.0
M,Industry,Education and health services,2024-05-01,25264000.0,25211000.0
M,Industry,Education and health services,2024-06-01,25408000.0,25272000.0
M,Industry,Education and health services,2024-07-01,25438000.0,25334000.0
M,Industry,Education and health services,2024-08-01,25551000.0,25411000.0
M,Industry,Education and health services,2024-09-01,25695000.0,25472000.0
M,Industry,Education and health services,2024-10-01,25805000.0,25542000.0
M,Industry,Education and health services,2024-11-01,25804000.0,25629000.0
M,Industry,Education and health services,2024-12-01,25752000.0,25692000.0
M,Industry,Education and health services,2025-01-01,25759000.0,25751000.0
M,Industry,Education and health services,2025-02-01,25882000.0,25798000.0
M,Industry,Education and health services,2025-03-01,25951000.0,25860000.0
M,Industry,Education and health services,2025-04-01,26011000.0,25933000.0
M,Industry,Education and health services,2025-05-01,26053000.0,26014000.0
M,Industry,Education and health services,2025-06-01,26158000.0,26065000.0
M,Industry,Education and health services,2025-07-01,26143000.0,26088000.0
M,Industry,Education and health services,2025-08-01,26217000.0,26120000.0
M,Industry,Education and health services,2025-09-01,26370000.0,26164000.0
M,Industry,Education and health services,2025-10-01,26463000.0,26235000.0
M,Industry,Education and health services,2025-11-01,26442000.0,26294000.0
M,Industry,Education and health services,2025-12-01,26408000.0,26334000.0
M,Industry,Education and health services,2026-01-01,26423000.0,26384000.0
M,Industry,Education and health services,2026-02-01,26536000.0,26443000.0
M,Industry,Education and health services,2026-03-01,26578000.0,26496000.0
M,Industry,Education and health services,2026-04-01,26650000.0,26557000.0
M,Industry,Education and health services,2026-05-01,26688000.0,26614000.0
M,Industry,Education and health services,2026-06-01,26750000.0,26662000.0
M,Industry,Education and health services,2026-07-01,26831000.0,26699000.0
M,Industry,Education and health services,2026-08-01,26871000.0,26744000.0
M,Industry,Financial activities,2010-01-01,7389000.0,7420000.0
M,Industry,Financial activities,2010-02-01,7381000.0,7406000.0
M,Industry,Financial activities,2010-03-01,7383000.0,7398000.0
M,Industry,Financial activities,2010-04-01,7394000.0,7387000.0
M,Industry,Financial activities,2010-05-01,7404000.0,7378000.0
M,Industry,Financial activities,2010-06-01,7452000.0,7367000.0
M,Industry,Financial activities,2010-07-01,7458000.0,7353000.0
M,Industry,Financial activities,2010-08-01,7449000.0,7348000.0
M,Industry,Financial activities,2010-09-01,7427000.0,7347000.0
M,Industry,Financial activities,2010-10-01,7434000.0,7351000.0
M,Industry,Financial activities,2010-11-01,7424000.0,7354000.0
M,Industry,Financial activities,2010-12-01,7380000.0,7359000.0
M,Industry,Financial activities,2011-01-01,7353000.0,7363000.0
M,Industry,Financial activities,2011-02-01,7348000.0,7368000.0
M,Industry,Financial activities,2011-03-01,7366000.0,7366000.0
M,Industry,Financial activities,2011-04-01,7392000.0,7368000.0
M,Industry,Financial activities,2011-05-01,7419000.0,7373000.0
M,Industry,Financial activities,2011-06-01,7494000.0,7380000.0
M,Industry,Financial activities,2011-07-01,7510000.0,7387000.0
M,Industry,Financial activities,2011-08-01,7501000.0,7395000.0
M,Industry,Financial activities,2011-09-01,7487000.0,7402000.0
M,Industry,Financial activities,2011-10-01,7481000.0,7403000.0
M,Industry,Financial activities,2011-11-01,7485000.0,7406000.0
M,Industry,Financial activities,2011-12-01,7429000.0,7416000.0
M,Industry,Financial activities,2012-01-01,7416000.0,7423000.0
M,Industry,Financial activities,2012-02-01,7422000.0,7429000.0
M,Industry,Financial activities,2012-03-01,7444000.0,7437000.0
M,Industry,Financial activities,2012-04-01,7453000.0,7440000.0
M,Industry,Financial activities,2012-05-01,7489000.0,7444000.0
M,Industry,Financial activities,2012-06-01,7561000.0,7453000.0
M,Industry,Financial activities,2012-07-01,7577000.0,7461000.0
M,Industry,Financial activities,2012-08-01,7560000.0,7467000.0
M,Industry,Financial activities,2012-09-01,7552000.0,7471000.0
M,Industry,Financial activities,2012-10-01,7562000.0,7478000.0
M,Industry,Financial activities,2012-11-01,7563000.0,7491000.0
M,Industry,Financial activities,2012-12-01,7536000.0,7506000.0
M,Industry,Financial activities,2013-01-01,7538000.0,7521000.0
M,Industry,Financial activities,2013-02-01,7540000.0,7539000.0
M,Industry,Financial activities,2013-03-01,7553000.0,7549000.0
M,Industry,Financial activities,2013-04-01,7556000.0,7551000.0
M,Industry,Financial activities,2013-05-01,7593000.0,7549000.0
M,Industry,Financial activities,2013-06-01,7665000.0,7554000.0
M,Industry,Financial activities,2013-07-01,7677000.0,7562000.0
M,Industry,Financial activities,2013-08-01,7655000.0,7568000.0
M,Industry,Financial activities,2013-09-01,7629000.0,7567000.0
M,Industry,Financial activities,2013-10-01,7627000.0,7566000.0
M,Industry,Financial activities,2013-11-01,7619000.0,7567000.0
M,Industry,Financial activities,2013-12-01,7609000.0,7574000.0
M,Industry,Financial activities,2014-01-01,7596000.0,7585000.0
M,Industry,Financial activities,2014-02-01,7580000.0,7593000.0
M,Industry,Financial activities,2014-03-01,7602000.0,7595000.0
M,Industry,Financial activities,2014-04-01,7632000.0,7602000.0
M,Industry,Financial activities,2014-05-01,7689000.0,7622000.0
M,Industry,Financial activities,2014-06-01,7767000.0,7641000.0
M,Industry,Financial activities,2014-07-01,7789000.0,7657000.0
M,Industry,Financial activities,2014-08-01,7775000.0,7673000.0
M,Industry,Financial activities,2014-09-01,7755000.0,7684000.0
M,Industry,Financial activities,2014-10-01,7750000.0,7690000.0
M,Industry,Financial activities,2014-11-01,7753000.0,7693000.0
M,Industry,Financial activities,2014-12-01,7738000.0,7700000.0
M,Industry,Financial activities,2015-01-01,7720000.0,7712000.0
M,Industry,Financial activities,2015-02-01,7725000.0,7719000.0
M,Industry,Financial activities,2015-03-01,7734000.0,7726000.0
M,Industry,Financial activities,2015-04-01,7757000.0,7737000.0
M,Industry,Financial activities,2015-05-01,7794000.0,7743000.0
M,Industry,Financial activities,2015-06-01,7877000.0,7750000.0
M,Industry,Financial activities,2015-07-01,7901000.0,7762000.0
M,Industry,Financial activities,2015-08-01,7870000.0,7771000.0
M,Industry,Financial activities,2015-09-01,7849000.0,7775000.0
M,Industry,Financial activities,2015-10-01,7858000.0,7784000.0
M,Industry,Financial activities,2015-11-01,7856000.0,7794000.0
M,Industry,Financial activities,2015-12-01,7847000.0,7804000.0
M,Industry,Financial activities,2016-01-01,7858000.0,7821000.0
M,Industry,Financial activities,2016-02-01,7850000.0,7838000.0
M,Industry,Financial activities,2016-03-01,7868000.0,7853000.0
M,Industry,Financial activities,2016-04-01,7886000.0,7865000.0
M,Industry,Financial activities,2016-05-01,7939000.0,7876000.0
M,Industry,Financial activities,2016-06-01,8035000.0,7892000.0
M,Industry,Financial activities,2016-07-01,8064000.0,7910000.0
M,Industry,Financial activities,2016-08-01,8048000.0,7927000.0
M,Industry,Financial activities,2016-09-01,8023000.0,7947000.0
M,Industry,Financial activities,2016-10-01,8030000.0,7958000.0
M,Industry,Financial activities,2016-11-01,8029000.0,7969000.0
M,Industry,Financial activities,2016-12-01,8000000.0,7979000.0
M,Industry,Financial activities,2017-01-01,7988000.0,7980000.0
M,Industry,Financial activities,2017-02-01,7999000.0,7987000.0
M,Industry,Financial activities,2017-03-01,8019000.0,7999000.0
M,Industry,Financial activities,2017-04-01,8032000.0,8013000.0
M,Industry,Financial activities,2017-05-01,8066000.0,8023000.0
M,Industry,Financial activities,2017-06-01,8171000.0,8035000.0
M,Industry,Financial activities,2017-07-01,8188000.0,8044000.0
M,Industry,Financial activities,2017-08-01,8143000.0,8051000.0
M,Industry,Financial activities,2017-09-01,8125000.0,8054000.0
M,Industry,Financial activities,2017-10-01,8132000.0,8058000.0
M,Industry,Financial activities,2017-11-01,8093000.0,8065000.0
M,Industry,Financial activities,2017-12-01,8072000.0,8063000.0
M,Industry,Financial activities,2018-01-01,8110000.0,8071000.0
M,Industry,Financial activities,2018-02-01,8107000.0,8092000.0
M,Industry,Financial activities,2018-03-01,8115000.0,8108000.0
M,Industry,Financial activities,2018-04-01,8126000.0,8116000.0
M,Industry,Financial activities,2018-05-01,8181000.0,8126000.0
M,Industry,Financial activities,2018-06-01,8278000.0,8141000.0
M,Industry,Financial activities,2018-07-01,8297000.0,8151000.0
M,Industry,Financial activities,2018-08-01,8274000.0,8160000.0
M,Industry,Financial activities,2018-09-01,8256000.0,8170000.0
M,Industry,Financial activities,2018-10-01,8250000.0,8180000.0
M,Industry,Financial activities,2018-11-01,8238000.0,8186000.0
M,Industry,Financial activities,2018-12-01,8199000.0,8191000.0
M,Industry,Financial activities,2019-01-01,8193000.0,8193000.0
M,Industry,Financial activities,2019-02-01,8197000.0,8197000.0
M,Industry,Financial activities,2019-03-01,8221000.0,8205000.0
M,Industry,Financial activities,2019-04-01,8240000.0,8218000.0
M,Industry,Financial activities,2019-05-01,8278000.0,8231000.0
M,Industry,Financial activities,2019-06-01,8368000.0,8237000.0
M,Industry,Financial activities,2019-07-01,8377000.0,8239000.0
M,Industry,Financial activities,2019-08-01,8349000.0,8247000.0
M,Industry,Financial activities,2019-09-01,8312000.0,8248000.0
M,Industry,Financial activities,2019-10-01,8313000.0,8248000.0
M,Industry,Financial activities,2019-11-01,8296000.0,8250000.0
M,Industry,Financial activities,2019-12-01,8296000.0,8266000.0
M,Industry,Financial activities,2020-01-01,8274000.0,8280000.0
M,Industry,Financial activities,2020-02-01,8331000.0,8302000.0
M,Industry,Financial activities,2020-03-01,8314000.0,8318000.0
M,Industry,Financial activities,2020-04-01,8084000.0,8231000.0
M,Industry,Financial activities,2020-05-01,8086000.0,8089000.0
M,Industry,Financial activities,2020-06-01,8180000.0,7979000.0
M,Industry,Financial activities,2020-07-01,8217000.0,7762000.0
M,Industry,Financial activities,2020-08-01,7855000.0,7755000.0
M,Industry,Financial activities,2020-09-01,7989000.0,8046000.0
M,Industry,Financial activities,2020-10-01,8088000.0,7973000.0
M,Industry,Financial activities,2020-11-01,8129000.0,7971000.0
M,Industry,Financial activities,2020-12-01,8148000.0,8041000.0
M,Industry,Financial activities,2021-01-01,8182000.0,8117000.0
M,Industry,Financial activities,2021-02-01,8218000.0,8166000.0
M,Industry,Financial activities,2021-03-01,8266000.0,8213000.0
M,Industry,Financial activities,2021-04-01,8314000.0,8263000.0
M,Industry,Financial activities,2021-05-01,8335000.0,8282000.0
M,Industry,Financial activities,2021-06-01,8418000.0,8295000.0
M,Industry,Financial activities,2021-07-01,8453000.0,8315000.0
M,Industry,Financial activities,2021-08-01,8463000.0,8331000.0
M,Industry,Financial activities,2021-09-01,8472000.0,8356000.0
M,Industry,Financial activities,2021-10-01,8466000.0,8379000.0
M,Industry,Financial activities,2021-11-01,8480000.0,8405000.0
M,Industry,Financial activities,2021-12-01,8481000.0,8441000.0
M,Industry,Financial activities,2022-01-01,8478000.0,8460000.0
M,Industry,Financial activities,2022-02-01,8475000.0,8473000.0
M,Industry,Financial activities,2022-03-01,8501000.0,8484000.0
M,Industry,Financial activities,2022-04-01,8522000.0,8494000.0
M,Industry,Financial activities,2022-05-01,8560000.0,8505000.0
M,Industry,Financial activities,2022-06-01,8685000.0,8536000.0
M,Industry,Financial activities,2022-07-01,8725000.0,8574000.0
M,Industry,Financial activities,2022-08-01,8738000.0,8602000.0
M,Industry,Financial activities,2022-09-01,8729000.0,8622000.0
M,Industry,Financial activities,2022-10-01,8693000.0,8631000.0
M,Industry,Financial activities,2022-11-01,8628000.0,8626000.0
M,Industry,Financial activities,2022-12-01,8601000.0,8611000.0
M,Industry,Financial activities,2023-01-01,8618000.0,8604000.0
M,Industry,Financial activities,2023-02-01,8616000.0,8610000.0
M,Industry,Financial activities,2023-03-01,8636000.0,8621000.0
M,Industry,Financial activities,2023-04-01,8654000.0,8635000.0
M,Industry,Financial activities,2023-05-01,8700000.0,8648000.0
M,Industry,Financial activities,2023-06-01,8788000.0,8665000.0
M,Industry,Financial activities,2023-07-01,8797000.0,8675000.0
M,Industry,Financial activities,2023-08-01,8782000.0,8677000.0
M,Industry,Financial activities,2023-09-01,8775000.0,8675000.0
M,Industry,Financial activities,2023-10-01,8747000.0,8678000.0
M,Industry,Financial activities,2023-11-01,8711000.0,8684000.0
M,Industry,Financial activities,2023-12-01,8684000.0,8685000.0
M,Industry,Financial activities,2024-01-01,8692000.0,8691000.0
M,Industry,Financial activities,2024-02-01,8682000.0,8698000.0
M,Industry,Financial activities,2024-03-01,8672000.0,8700000.0
M,Industry,Financial activities,2024-04-01,8681000.0,8697000.0
M,Industry,Financial activities,2024-05-01,8720000.0,8693000.0
M,Industry,Financial activities,2024-06-01,8775000.0,8689000.0
M,Industry,Financial activities,2024-07-01,8787000.0,8681000.0
M,Industry,Financial activities,2024-08-01,8755000.0,8669000.0
M,Industry,Financial activities,2024-09-01,8752000.0,8664000.0
M,Industry,Financial activities,2024-10-01,8739000.0,8665000.0
M,Industry,Financial activities,2024-11-01,8698000.0,8678000.0
M,Industry,Financial activities,2024-12-01,8694000.0,8689000.0
M,Industry,Financial activities,2025-01-01,8698000.0,8695000.0
M,Industry,Financial activities,2025-02-01,8690000.0,8698000.0
M,Industry,Financial activities,2025-03-01,8667000.0,8694000.0
M,Industry,Financial activities,2025-04-01,8668000.0,8685000.0
M,Industry,Financial activities,2025-05-01,8702000.0,8669000.0
M,Industry,Financial activities,2025-06-01,8802000.0,8675000.0
M,Industry,Financial activities,2025-07-01,8819000.0,8688000.0
M,Industry,Financial activities,2025-08-01,8758000.0,8691000.0
M,Industry,Financial activities,2025-09-01,8740000.0,8672000.0
M,Industry,Financial activities,2025-10-01,8728000.0,8657000.0
M,Industry,Financial activities,2025-11-01,8694000.0,8665000.0
M,Industry,Financial activities,2025-12-01,8698000.0,8683000.0
M,Industry,Financial activities,2026-01-01,8684000.0,8696000.0
M,Industry,Financial activities,2026-02-01,8689000.0,8698000.0
M,Industry,Financial activities,2026-03-01,8718000.0,8702000.0
M,Industry,Financial activities,2026-04-01,8731000.0,8711000.0
M,Industry,Financial activities,2026-05-01,8748000.0,8718000.0
M,Industry,Financial activities,2026-06-01,8861000.0,8729000.0
M,Industry,Financial activities,2026-07-01,8924000.0,8737000.0
M,Industry,Financial activities,2026-08-01,8909000.0,8743000.0
M,Industry,Information,2010-01-01,2719000.0,2728000.0
M,Industry,Information,2010-02-01,2715000.0,2723000.0
M,Industry,Information,2010-03-01,2709000.0,2719000.0
M,Industry,Information,2010-04-01,2707000.0,2710000.0
M,Industry,Information,2010-05-01,2708000.0,2703000.0
M,Industry,Information,2010-06-01,2718000.0,2697000.0
M,Industry,Information,2010-07-01,2718000.0,2691000.0
M,Industry,Information,2010-08-01,2709000.0,2688000.0
M,Industry,Information,2010-09-01,2700000.0,2685000.0
M,Industry,Information,2010-10-01,2696000.0,2682000.0
M,Industry,Information,2010-11-01,2693000.0,2679000.0
M,Industry,Information,2010-12-01,2672000.0,2675000.0
M,Industry,Information,2011-01-01,2661000.0,2671000.0
M,Industry,Information,2011-02-01,2664000.0,2668000.0
M,Industry,Information,2011-03-01,2673000.0,2668000.0
M,Industry,Information,2011-04-01,2676000.0,2670000.0
M,Industry,Information,2011-05-01,2689000.0,2673000.0
M,Industry,Information,2011-06-01,2712000.0,2676000.0
M,Industry,Information,2011-07-01,2710000.0,2679000.0
M,Industry,Information,2011-08-01,2706000.0,2681000.0
M,Industry,Information,2011-09-01,2705000.0,2683000.0
M,Industry,Information,2011-10-01,2707000.0,2686000.0
M,Industry,Information,2011-11-01,2705000.0,2687000.0
M,Industry,Information,2011-12-01,2690000.0,2688000.0
M,Industry,Information,2012-01-01,2685000.0,2689000.0
M,Industry,Information,2012-02-01,2675000.0,2687000.0
M,Industry,Information,2012-03-01,2677000.0,2682000.0
M,Industry,Information,2012-04-01,2686000.0,2679000.0
M,Industry,Information,2012-05-01,2694000.0,2680000.0
M,Industry,Information,2012-06-01,2707000.0,2682000.0
M,Industry,Information,2012-07-01,2711000.0,2681000.0
M,Industry,Information,2012-08-01,2703000.0,2681000.0
M,Industry,Information,2012-09-01,2699000.0,2682000.0
M,Industry,Information,2012-10-01,2701000.0,2682000.0
M,Industry,Information,2012-11-01,2694000.0,2683000.0
M,Industry,Information,2012-12-01,2680000.0,2683000.0
M,Industry,Information,2013-01-01,2680000.0,2685000.0
M,Industry,Information,2013-02-01,2679000.0,2687000.0
M,Industry,Information,2013-03-01,2705000.0,2691000.0
M,Industry,Information,2013-04-01,2722000.0,2699000.0
M,Industry,Information,2013-05-01,2729000.0,2708000.0
M,Industry,Information,2013-06-01,2733000.0,2708000.0
M,Industry,Information,2013-07-01,2742000.0,2704000.0
M,Industry,Information,2013-08-01,2714000.0,2701000.0
M,Industry,Information,2013-09-01,2700000.0,2695000.0
M,Industry,Information,2013-10-01,2688000.0,2686000.0
M,Industry,Information,2013-11-01,2689000.0,2680000.0
M,Industry,Information,2013-12-01,2673000.0,2679000.0
M,Industry,Information,2014-01-01,2708000.0,2689000.0
M,Industry,Information,2014-02-01,2713000.0,2702000.0
M,Industry,Information,2014-03-01,2724000.0,2716000.0
M,Industry,Information,2014-04-01,2736000.0,2720000.0
M,Industry,Information,2014-05-01,2736000.0,2719000.0
M,Industry,Information,2014-06-01,2753000.0,2718000.0
M,Industry,Information,2014-07-01,2753000.0,2719000.0
M,Industry,Information,2014-08-01,2744000.0,2721000.0
M,Industry,Information,2014-09-01,2743000.0,2721000.0
M,Industry,Information,2014-10-01,2747000.0,2725000.0
M,Industry,Information,2014-11-01,2748000.0,2732000.0
M,Industry,Information,2014-12-01,2738000.0,2739000.0
M,Industry,Information,2015-01-01,2721000.0,2741000.0
M,Industry,Information,2015-02-01,2720000.0,2737000.0
M,Industry,Information,2015-03-01,2728000.0,2730000.0
M,Industry,Information,2015-04-01,2759000.0,2729000.0
M,Industry,Information,2015-05-01,2761000.0,2731000.0
M,Industry,Information,2015-06-01,2793000.0,2738000.0
M,Industry,Information,2015-07-01,2808000.0,2749000.0
M,Industry,Information,2015-08-01,2790000.0,2757000.0
M,Industry,Information,2015-09-01,2758000.0,2754000.0
M,Industry,Information,2015-10-01,2764000.0,2750000.0
M,Industry,Information,2015-11-01,2764000.0,2750000.0
M,Industry,Information,2015-12-01,2754000.0,2755000.0
M,Industry,Information,2016-01-01,2763000.0,2760000.0
M,Industry,Information,2016-02-01,2770000.0,2766000.0
M,Industry,Information,2016-03-01,2774000.0,2770000.0
M,Industry,Information,2016-04-01,2779000.0,2772000.0
M,Industry,Information,2016-05-01,2799000.0,2773000.0
M,Industry,Information,2016-06-01,2820000.0,2775000.0
M,Industry,Information,2016-07-01,2824000.0,2777000.0
M,Industry,Information,2016-08-01,2815000.0,2777000.0
M,Industry,Information,2016-09-01,2805000.0,2782000.0
M,Industry,Information,2016-10-01,2806000.0,2786000.0
M,Industry,Information,2016-11-01,2802000.0,2788000.0
M,Industry,Information,2016-12-01,2773000.0,2787000.0
M,Industry,Information,2017-01-01,2764000.0,2781000.0
M,Industry,Information,2017-02-01,2777000.0,2777000.0
M,Industry,Information,2017-03-01,2788000.0,2779000.0
M,Industry,Information,2017-04-01,2776000.0,2778000.0
M,Industry,Information,2017-05-01,2782000.0,2773000.0
M,Industry,Information,2017-06-01,2789000.0,2756000.0
M,Industry,Information,2017-07-01,2806000.0,2752000.0
